job_id,job_title,skills_required,job_location,education_required,work_experience_required,job_type,work_type,soft_skills_required,companyHR_id
1563,Network Administrator,"DHCP, VPN, network configuration",Islamabad,PhD,19,Full-time,Remote,"Adaptability, Problem Solving, Communication, Teamwork",201
1564,Big Data Engineer,"Scala, MapReduce, MapReduce, big data, Hive",Quetta,Masters,5,Part-time,Remote,"Problem Solving, Teamwork, Adaptability",275
1565,Blockchain Developer,"solidity, blockchain, blockchain, ethereum, blockchain",Nawabshah,PhD,19,Full-time,Onsite,"Problem Solving, Adaptability, Teamwork, Communication",82
1566,System Administrator,"administration, Linux, networking",Gujranwala,Bachelors,5,Part-time,Onsite,Problem Solving,172
1567,Web Developer,"PHP, JavaScript, JavaScript",Rawalpindi,Intermediate,2,Part-time,Remote,Adaptability,283
1568,Backend Developer,"backend, PHP, PHP, CSS",Peshawar,Bachelors,4,Part-time,Remote,"Problem Solving, Teamwork",276
1569,IT Project Manager,"scrum, PMP, PMP, MS Project, PMP, scrum",Sukkur,Intermediate,1,Contract,Remote,Problem Solving,387
1570,Mobile App Developer,"flutter, Android, Android",Gujranwala,Intermediate,0,Internship,Remote,Teamwork,217
1571,Mobile App Developer,"Swift, app, Swift, mobile",Hyderabad,Intermediate,0,Part-time,Onsite,Adaptability,205
1572,DevOps Engineer,"Ansible, linuxCI/CD, linuxCI/CD, Docker, automation",Rawalpindi,PhD,8,Part-time,Remote,Communication,440
1573,Network Administrator,"firewall configuration, DHCP, DNS, network monitoring, network troubleshooting, network configuration",Islamabad,Intermediate,1,Part-time,Onsite,"Communication, Problem Solving, Adaptability",28
1574,Big Data Engineer,"Scala, MapReduce, Spark, Scala",Bahawalpur,Masters,5,Full-time,Remote,Adaptability,375
1575,Software Engineer,"coding, programming, Java, C#",Sialkot,Intermediate,2,Full-time,Onsite,Teamwork,408
1576,UI/UX Designer,"Sketch, design, UX, UX, Adobe XD, Adobe XD",Nawabshah,PhD,1,Internship,Onsite,"Communication, Problem Solving",39
1577,Web Developer,"PHP, backend, CSS",Abbottabad,Intermediate,0,Internship,Onsite,Adaptability,29
1578,DevOps Engineer,"Kubernetes, DevOps, linuxCI/CD, Kubernetes",Rawalpindi,Intermediate,0,Contract,Remote,"Adaptability, Problem Solving, Teamwork, Communication",59
1579,Security Operations Center (SOC) Analyst,"security policies, security tool management, security monitoring, security policies, security tool management, threat detection",Peshawar,Bachelors,4,Full-time,Remote,"Problem Solving, Teamwork, Communication",294
1580,Computer Vision Engineer,"OpenCV, OpenCV, object detection, image processing",Abbottabad,Intermediate,1,Contract,Onsite,"Adaptability, Communication, Problem Solving, Teamwork",416
1581,Database Administrator,"Oracle, NoSQL, SQL, PostgreSQL, Oracle, NoSQL",Peshawar,PhD,12,Contract,Onsite,"Problem Solving, Communication",234
1582,Network Administrator,"DNS, wireless networking, wireless networking, network troubleshooting",Karachi,Bachelors,4,Contract,Remote,Problem Solving,29
1583,Security Architect,"security architecture, security governance, security compliance, threat modeling",Multan,Intermediate,0,Contract,Remote,Problem Solving,151
1584,Game Developer,"3D modeling, 3D modeling, game, C++, development",Islamabad,Bachelors,1,Part-time,Onsite,"Problem Solving, Adaptability",418
1585,Web Developer,"HTML, backend, backend, .net, MERN",Gujranwala,PhD,11,Part-time,Onsite,"Communication, Problem Solving",183
1586,Database Administrator,"PostgreSQL, database, NoSQL, database",Bahawalpur,PhD,20,Part-time,Remote,"Communication, Adaptability, Problem Solving",15
1587,Computer Vision Engineer,"image processing, OpenCV, CNN",Nawabshah,Intermediate,2,Contract,Remote,"Communication, Problem Solving, Teamwork",26
1588,Game Developer,"C#, Unity, development, C++, game, Unreal Engine",Nawabshah,Bachelors,2,Full-time,Onsite,"Problem Solving, Teamwork, Communication",259
1589,IT Consultant,"consulting, strategy, analysis",Peshawar,Intermediate,2,Contract,Remote,"Communication, Adaptability, Teamwork",78
1590,Data Scientist,"statistics, R, analytics",Rawalpindi,Intermediate,0,Part-time,Remote,Communication,60
1591,Business Analyst,"process improvement, analysis, process improvement",Abbottabad,Masters,2,Part-time,Onsite,"Communication, Problem Solving, Teamwork",65
1592,IT Consultant,"strategy, strategy, TOGAF, business, business, ITIL",Sialkot,Bachelors,4,Contract,Remote,"Teamwork, Problem Solving, Adaptability, Communication",114
1593,Quality Assurance Engineer,"automation, testing, QA",Karachi,Intermediate,2,Full-time,Remote,"Teamwork, Communication, Adaptability, Problem Solving",186
1594,Ethical Hacker,"social engineering, threat modeling, exploit development, exploit development, vulnerability assessment, threat modeling",Hyderabad,Bachelors,3,Contract,Onsite,"Communication, Problem Solving",38
1595,System Administrator,"system, system, administration, networking, Linux",Islamabad,Bachelors,3,Contract,Onsite,"Teamwork, Problem Solving, Adaptability, Communication",26
1596,IT Project Manager,"scrum, agile, MS Project, scrum, scrum, scrum",Quetta,Masters,4,Part-time,Remote,Problem Solving,130
1597,Cloud Engineer,"IaC, VPC, VPC",Karachi,Intermediate,1,Part-time,Remote,"Problem Solving, Adaptability",19
1598,DevOps Engineer,"Ansible, Ansible, automation, DevOps",Abbottabad,Bachelors,1,Full-time,Remote,"Communication, Problem Solving, Adaptability, Teamwork",183
1599,AI Engineer,"artificial intelligence, deep learning, computer vision, computer vision, NLP",Nawabshah,Masters,5,Contract,Onsite,"Communication, Teamwork, Adaptability",384
1600,Cloud Engineer,"serverless, Google Cloud, VPC",Abbottabad,Bachelors,2,Part-time,Onsite,"Problem Solving, Teamwork, Adaptability, Communication",87
1601,IT Project Manager,"PMP, scrum, MS Project, scrum, scrum, PMP",Bahawalpur,Intermediate,1,Full-time,Remote,"Teamwork, Adaptability, Communication, Problem Solving",467
1602,Blockchain Developer,"solidity, smart contract, ethereum, smart contract, hyperledger",Hyderabad,Masters,7,Full-time,Onsite,Teamwork,448
1603,Blockchain Developer,"hyperledger, solidity, blockchain, solidity, solidity, blockchain",Bahawalpur,PhD,4,Contract,Onsite,Adaptability,267
1604,IT Support Specialist,"customer service, IT, IT, IT",Lahore,Intermediate,0,Full-time,Onsite,"Communication, Adaptability",333
1605,Data Scientist,"analytics, R, machine learning",Karachi,Intermediate,2,Full-time,Onsite,"Teamwork, Communication",83
1606,Web Developer,"backend, JavaScript, JavaScript",Karachi,Masters,6,Part-time,Remote,"Teamwork, Problem Solving",402
1607,Cloud Engineer,"Google Cloud, Google Cloud, serverless",Karachi,Bachelors,3,Full-time,Remote,"Adaptability, Teamwork, Communication, Problem Solving",266
1608,Big Data Engineer,"MapReduce, MapReduce, big data",Nawabshah,Bachelors,0,Part-time,Onsite,"Teamwork, Communication, Problem Solving",266
1609,Big Data Engineer,"Spark, Spark, MapReduce, MapReduce, Spark",Peshawar,PhD,11,Part-time,Remote,"Teamwork, Problem Solving, Communication, Adaptability",360
1610,IT Consultant,"business, consulting, ITIL, consulting",Lahore,Masters,10,Full-time,Onsite,Problem Solving,448
1611,Big Data Engineer,"big data, Hadoop, big data",Sialkot,Masters,8,Part-time,Remote,"Communication, Adaptability, Teamwork, Problem Solving",138
1612,Ethical Hacker,"metasploit, exploit development, social engineering, metasploit, vulnerability assessment, network security",Quetta,PhD,1,Part-time,Remote,"Communication, Problem Solving",460
1613,UI/UX Designer,"Sketch, UI, Adobe XD, UX, Figma, UI",Sialkot,PhD,19,Contract,Remote,"Teamwork, Adaptability, Communication, Problem Solving",435
1614,Frontend Developer,"backend, HTML, .net, .net, frontend",Gujranwala,Masters,2,Full-time,Onsite,Teamwork,305
1615,Data Scientist,"R, statistics, data, analytics",Abbottabad,PhD,10,Full-time,Remote,Teamwork,338
1616,Network Administrator,"switching, routing, firewall configuration, firewall configuration, firewall configuration, routing",Sialkot,PhD,2,Contract,Remote,"Adaptability, Teamwork",81
1617,Network Administrator,"firewall configuration, routing, DHCP",Abbottabad,Bachelors,2,Contract,Onsite,Teamwork,337
1618,UI/UX Designer,"design, UI, Figma, design, Figma, design",Rawalpindi,Intermediate,1,Contract,Onsite,"Communication, Teamwork, Problem Solving",88
1619,Network Administrator,"network configuration, DNS, network configuration, switching, routing",Nawabshah,Intermediate,0,Internship,Remote,"Adaptability, Problem Solving",445
1620,Cybersecurity Analyst,"vulnerability assessment, vulnerability assessment, SIEM, threat intelligence",Faisalabad,Intermediate,2,Part-time,Onsite,Problem Solving,204
1621,Cloud Engineer,"Google Cloud, IaC, Azure, EC2",Hyderabad,Intermediate,2,Contract,Remote,"Teamwork, Communication, Adaptability, Problem Solving",443
1622,Database Administrator,"SQL, MySQL, NoSQL, NoSQL, database",Faisalabad,PhD,1,Full-time,Onsite,Adaptability,149
1623,Cybersecurity Analyst,"SIEM, vulnerability assessment, penetration testing, incident response, incident response, risk assessment",Hyderabad,PhD,17,Full-time,Onsite,"Problem Solving, Adaptability, Teamwork",250
1624,Game Developer,"3D modeling, C#, C++",Hyderabad,Bachelors,0,Internship,Onsite,"Teamwork, Problem Solving",79
1625,Network Administrator,"routing, network security protocols, DHCP",Peshawar,Intermediate,2,Contract,Onsite,"Problem Solving, Teamwork, Adaptability",448
1626,AI Engineer,"generative AI, machine learning, deep learning, generative AI, neural network, neural network",Sialkot,Bachelors,0,Part-time,Onsite,"Communication, Teamwork, Adaptability, Problem Solving",390
1627,Data Scientist,"analytics, analytics, python, R, R, data",Quetta,Bachelors,1,Part-time,Onsite,Teamwork,463
1628,Quality Assurance Engineer,"Appium, Selenium, J metre, testing",Bahawalpur,Bachelors,0,Contract,Remote,Problem Solving,353
1629,UI/UX Designer,"Adobe XD, UX, UX, UX, Figma, UX",Faisalabad,Intermediate,1,Part-time,Onsite,"Adaptability, Problem Solving, Communication, Teamwork",436
1630,Database Administrator,"PostgreSQL, database, PostgreSQL, MySQL, Oracle, database",Hyderabad,Intermediate,1,Full-time,Onsite,"Communication, Teamwork, Adaptability, Problem Solving",106
1631,Business Analyst,"requirements gathering, process improvement, analysis, analysis, process improvement",Islamabad,Masters,8,Contract,Remote,"Adaptability, Communication, Problem Solving",444
1632,Data Scientist,"R, R, python, python, analytics",Quetta,Masters,4,Part-time,Onsite,"Teamwork, Problem Solving",75
1633,System Administrator,"system, system, networking, Linux, security",Sialkot,Intermediate,2,Full-time,Onsite,"Problem Solving, Teamwork, Communication, Adaptability",407
1634,UI/UX Designer,"Sketch, Figma, UI, UX, UX, Sketch",Gujranwala,Masters,3,Full-time,Remote,"Communication, Adaptability, Problem Solving, Teamwork",4
1635,Frontend Developer,"backend, frontend, .net, .net, MERN, CSS",Sukkur,Intermediate,2,Full-time,Remote,"Problem Solving, Communication",60
1636,AI Engineer,"neural network, artificial intelligence, generative AI",Islamabad,Bachelors,1,Internship,Remote,"Adaptability, Communication",102
1637,IT Support Specialist,"customer service, customer service, troubleshooting, customer service, IT, IT",Gujranwala,Bachelors,5,Contract,Onsite,"Communication, Adaptability, Problem Solving",242
1638,Computer Vision Engineer,"computer vision, object detection, image processing, object detection, object detection, object detection",Nawabshah,PhD,14,Contract,Remote,Adaptability,68
1639,Web Developer,".net, PHP, JavaScript",Nawabshah,PhD,18,Part-time,Remote,"Teamwork, Problem Solving",119
1640,IT Project Manager,"agile, agile, PMP, scrum",Bahawalpur,PhD,11,Contract,Remote,"Teamwork, Communication",182
1641,AI Engineer,"deep learning, deep learning, artificial intelligence",Gujranwala,PhD,19,Full-time,Onsite,Problem Solving,428
1642,UI/UX Designer,"Adobe XD, UI, UX",Sialkot,Intermediate,2,Part-time,Onsite,"Problem Solving, Teamwork, Communication",116
1643,IT Support Specialist,"troubleshooting, support, customer service",Hyderabad,Masters,5,Part-time,Onsite,"Teamwork, Adaptability, Communication",235
1644,IT Consultant,"TOGAF, business, ITIL",Gujranwala,PhD,17,Part-time,Onsite,"Adaptability, Communication, Teamwork",94
1645,Mobile App Developer,"app, iOS, mobile, Android",Sukkur,Intermediate,1,Full-time,Onsite,"Adaptability, Teamwork",369
1646,Network Administrator,"network configuration, network troubleshooting, DHCP, firewall configuration",Peshawar,Intermediate,0,Contract,Remote,"Adaptability, Teamwork, Communication",426
1647,Blockchain Developer,"smart contract, smart contract, solidity, solidity, blockchain, ethereum",Bahawalpur,Intermediate,1,Full-time,Onsite,Teamwork,250
1648,Mobile App Developer,"Swift, mobile, Swift, Kotlin, Android, mobile",Sukkur,Masters,1,Internship,Remote,"Problem Solving, Adaptability, Teamwork",111
1649,IT Project Manager,"agile, MS Project, scrum",Islamabad,PhD,12,Full-time,Remote,"Problem Solving, Teamwork",177
1650,UI/UX Designer,"Figma, design, Figma",Nawabshah,PhD,6,Part-time,Onsite,"Adaptability, Communication, Problem Solving, Teamwork",320
1651,Machine Learning Engineer,"artificial intelligence, neural network, NLP, NLP",Karachi,Intermediate,2,Part-time,Remote,Teamwork,8
1652,Data Scientist,"R, machine learning, analytics, R",Sialkot,Bachelors,2,Contract,Onsite,"Adaptability, Problem Solving, Teamwork",497
1653,Quality Assurance Engineer,"automation, Postman, QA, J metre, Postman, Appium",Rawalpindi,Intermediate,2,Contract,Onsite,"Adaptability, Communication",312
1654,Ethical Hacker,"social engineering, penetration testing, web application security, threat modeling, wireless security",Faisalabad,PhD,8,Part-time,Onsite,Adaptability,355
1655,Database Administrator,"Oracle, MySQL, MySQL, database, NoSQL, PostgreSQL",Peshawar,Intermediate,0,Internship,Onsite,"Teamwork, Adaptability, Problem Solving, Communication",146
1656,AI Engineer,"machine learning, artificial intelligence, computer vision",Gujranwala,Bachelors,5,Part-time,Onsite,"Communication, Adaptability",389
1657,AI Engineer,"deep learning, NLP, NLP",Islamabad,PhD,17,Part-time,Remote,"Teamwork, Problem Solving",120
1658,Software Engineer,"coding, algorithm, software, Java, algorithm, Java",Quetta,PhD,5,Full-time,Remote,"Problem Solving, Adaptability, Communication, Teamwork",35
1659,Ethical Hacker,"vulnerability assessment, penetration testing, penetration testing, vulnerability assessment, web application security, threat modeling",Bahawalpur,PhD,12,Part-time,Remote,"Adaptability, Problem Solving, Teamwork",319
1660,Blockchain Developer,"solidity, hyperledger, solidity, hyperledger",Multan,PhD,19,Contract,Onsite,"Communication, Teamwork, Adaptability",484
1661,Ethical Hacker,"network security, penetration testing, penetration testing, social engineering",Hyderabad,Bachelors,1,Contract,Remote,"Teamwork, Problem Solving, Adaptability, Communication",343
1662,Backend Developer,".net, CSS, .net, HTML",Karachi,Intermediate,1,Full-time,Remote,"Teamwork, Communication",84
